Name,Enthalpy,vDW,HBD,HBA,Lost Water entropy,Side chain conformational entropy
ZINC00998893,-14.7739,-11.8937,-1.25279,-1.62742,12.0,-8.56
ZINC00998893,-14.7726,-11.9106,-1.24976,-1.61224,12.0,-8.56
ZINC00998893,-14.7527,-11.9141,-1.24748,-1.59109,12.0,-8.56
ZINC20834808,-14.6818,-9.70153,-2.95009,-2.03015,30.0,-14.120000000000001
ZINC23876670,-14.6742,-3.84557,-4.00252,-6.82614,42.0,-13.040000000000001
ZINC05256676,-14.6647,-9.72045,-2.44368,-2.50059,24.0,-8.38
ZINC04258582,-14.6031,-6.8666,-1.93974,-5.79672,24.0,-8.23
ZINC21649674,-14.5962,-4.28089,-2.68346,-7.63186,51.0,-9.44
ZINC02957495,-14.5862,-8.17987,-2.99953,-3.40679,27.0,-12.26
ZINC05025058,-14.5318,-10.335,-2.79727,-1.39951,63.0,-14.68
ZINC05256676,-14.5162,-9.67138,-2.51278,-2.332,27.0,-9.49
ZINC06845962,-14.4599,-9.02127,-1.03403,-4.40456,42.0,-16.76
ZINC16644882,-14.457,0.726391,-5.99971,-9.1837,57.0,-14.43
ZINC14258569,-14.4395,-9.45731,-2.43331,-2.54888,30.0,-11.0
ZINC11227620,-14.4359,2.6701,-4.20538,-12.9006,42.0,-13.49
ZINC10118814,-14.4233,-4.92861,-7.15882,-2.33588,51.0,-10.870000000000001
ZINC13712696,-14.4145,-7.55594,-4.83685,-2.02175,33.0,-7.54
ZINC14842710,-14.409,7.06103,-12.6223,-8.84772,60.0,-13.99
ZINC12730111,-14.4014,-9.41811,-2.26086,-2.72247,30.0,-15.870000000000001
ZINC28477336,-14.3794,4.13015,-8.00782,-10.5017,66.0,-15.08
ZINC04743451,-14.3517,-6.25323,-4.55507,-3.54336,27.0,-11.73
ZINC06430824,-14.3263,-7.49958,-3.50139,-3.32532,45.0,-7.140000000000001
ZINC03576290,-14.3118,-1.7896,-4.41164,-8.11054,39.0,-9.53
BDB13900,-14.3106,-7.81099,-3.61848,-2.88112,45.0,-11.18
ZINC04919514,-14.2926,0.0231286,-7.12438,-7.19135,39.0,-11.13
ZINC01290250,-14.2897,-10.8242,-1.37972,-2.08574,33.0,-8.790000000000001
ZINC02957495,-14.2854,-4.13479,-3.87442,-6.27619,48.0,-13.700000000000001
ZINC14566381,-14.2366,-9.64734,-4.81029,0.221028,45.0,-12.65
ZINC23473809,-14.2358,-7.3056,-3.87945,-3.0508,39.0,-6.98
ZINC10176279,-14.0881,-11.4805,-0.722705,-1.88491,30.0,-10.68
ZINC25040188,-14.0629,-6.59969,-5.75174,-1.71144,63.0,-14.5
ZINC14842710,-14.0424,6.376,-12.495,-7.92335,60.0,-13.99
ZINC14566381,-14.0041,-4.64763,-1.67135,-7.68509,36.0,-11.02
ZINC20834808,-13.9832,-4.34501,-4.31973,-5.31844,45.0,-9.49
ZINC22179703,-13.9596,-7.57935,-3.44419,-2.93611,30.0,-7.82
BDB13900,-13.9405,-9.84784,-0.66875,-3.42394,36.0,-15.93
ZINC20916793,-13.8978,-13.2308,1.06138,-1.72842,60.0,-17.19
ZINC23876670,-13.8951,-3.46139,-3.93891,-6.49484,42.0,-11.16
ZINC23952963,-13.8439,-5.97119,-1.5753,-6.29737,30.0,-10.31
ZINC22179703,-13.8429,-7.52111,-3.58968,-2.73209,30.0,-7.82
ZINC25040188,-13.7372,-7.65352,-4.24569,-1.83799,24.0,-8.65
ZINC04715688,-13.7147,1.70887,-5.18747,-10.2361,42.0,-8.700000000000001
ZINC12224810,-13.6686,-12.8757,-3.11299,2.32012,42.0,-13.26
ZINC26101758,-13.65,-9.42666,-2.40767,-1.81566,30.0,-7.21
ZINC04743451,-13.5315,-5.8061,-4.18848,-3.53689,27.0,-11.73
ZINC10491483,-13.4894,3.4057,-4.92234,-11.9728,45.0,-9.9
ZINC20907067,-13.4853,-6.30362,-5.92297,-1.25869,45.0,-11.75
ZINC14258569,-13.4826,-7.66418,-3.30543,-2.51296,30.0,-11.3
ZINC13921987,-13.4522,-6.59313,-2.35127,-4.50783,33.0,-13.200000000000001
ZINC20762624,-13.4217,-9.00691,-3.52975,-0.885081,33.0,-8.91
ZINC20647470,-13.4045,-8.7879,-6.06573,1.4491,48.0,-9.41
ZINC14566381,-13.3942,-3.35975,0.504188,-10.5386,36.0,-12.05
ZINC10491483,-13.3495,3.77963,-4.76973,-12.3594,45.0,-9.9
ZINC09530886,-13.3203,-8.72007,-6.07111,1.47091,48.0,-9.41
ZINC06146082,-13.2988,-12.9794,-4.29538,3.97603,39.0,-16.1
ZINC06009404,-13.2572,-8.06829,-2.23086,-2.95802,30.0,-14.83
ZINC04743451,-13.2538,-5.88521,-3.96358,-3.40504,27.0,-11.73
ZINC20762624,-13.237,-9.10853,-3.25769,-0.870745,30.0,-8.91
BDB5448,-13.2194,-2.44587,-4.36939,-6.40418,36.0,-14.88
ZINC04743451,-13.1989,-6.09015,-4.03565,-3.07312,24.0,-10.620000000000001
ZINC23298889,-13.1919,-9.21558,-0.0127206,-3.9636,9.0,-10.790000000000001
ZINC31843170,-13.188,-9.37297,-1.83192,-1.9831,45.0,-12.86
ZINC25665353,-13.1765,-6.65334,-4.10657,-2.41661,36.0,-9.19
ZINC10491483,-13.1619,3.90138,-4.85877,-12.2045,45.0,-10.61
ZINC08768586,-13.1604,0.162694,-6.16112,-7.16193,57.0,-15.51
ZINC01869646,-13.1459,-2.53683,-4.78932,-5.81975,54.0,-13.15
ZINC29772147,-13.1372,-1.15806,-8.31959,-3.65956,54.0,-11.870000000000001
ZINC18065318,-13.1041,-9.82141,-0.473796,-2.80893,36.0,-13.39
ZINC00753778,-13.0909,-0.431404,-4.62671,-8.03275,33.0,-16.04
ZINC14001547,-13.0444,-4.99196,-0.783063,-7.26936,27.0,-8.65
BDB5446,-12.9296,-0.893918,-6.14093,-5.89471,48.0,-19.23
ZINC22633488,-12.8832,6.20695,-9.72058,-9.36957,39.0,-10.86
ZINC11363922,-12.8504,-5.24598,-1.85487,-5.74959,33.0,-10.15
ZINC14566381,-12.8344,-3.4231,-2.74056,-6.67073,33.0,-11.73
ZINC13647785,-12.8206,-11.1833,-2.3454,0.708113,36.0,-10.9
ZINC17094519,-12.8082,-6.43113,-0.973233,-5.40384,12.0,-10.21
ZINC29749315,-12.749,-2.18766,-6.60396,-3.95733,54.0,-12.49
ZINC14364091,-12.7131,-10.1509,-0.521391,-2.04087,27.0,-8.88
ZINC14258569,-12.6907,-2.90598,-7.6172,-2.1675,42.0,-12.790000000000001
ZINC13647785,-12.6762,-9.41862,-1.26962,-1.98799,30.0,-11.64
ZINC28250348,-12.6508,-6.97039,-4.49962,-1.18081,24.0,-11.120000000000001
ZINC24572360,-12.6377,-9.02714,-0.934124,-2.6764,42.0,-14.6
ZINC04743451,-12.5818,-9.07224,-2.39191,-1.11767,24.0,-9.790000000000001
ZINC18400292,-12.541,-1.1966,-6.25353,-5.09085,54.0,-12.120000000000001
ZINC27228256,-12.5232,-10.1811,-0.902772,-1.43932,36.0,-10.23
ZINC16977658,-12.495,-7.78664,-2.3104,-2.39796,15.0,-12.99
BDB5459,-12.4925,-5.05376,-3.19572,-4.24301,33.0,-13.280000000000001
ZINC20834808,-12.4688,-5.77456,-4.63864,-2.05555,57.0,-9.55
ZINC04919514,-12.4599,6.05312,-8.54505,-9.96796,60.0,-17.03
ZINC30550114,-12.4498,-3.23733,-5.58134,-3.63111,45.0,-12.52
ZINC18400292,-12.4381,0.773711,-6.28047,-6.93132,54.0,-11.96
ZINC28250348,-12.3945,-8.06175,-2.10933,-2.22345,9.0,-6.74
ZINC22179703,-12.3507,-5.06899,-4.95176,-2.32991,48.0,-10.65
ZINC09015506,-12.325,-3.8989,-4.17776,-4.24835,54.0,-13.99
ZINC08758474,-12.2825,-2.70791,-3.20561,-6.36897,63.0,-19.97
ZINC22810361,-12.2823,-12.3802,-3.376,3.47388,36.0,-12.91
ZINC04229672,-12.2652,-0.451957,-4.83674,-6.97653,33.0,-11.07
ZINC16977658,-12.15,-7.44959,-2.32936,-2.37109,15.0,-12.99
ZINC24816694,-12.1406,-11.9355,-4.28546,4.08041,45.0,-13.72
ZINC16808972,-12.1114,-11.5391,-0.0794225,-0.492873,36.0,-13.14
ZINC12818621,-12.1053,-3.3849,-3.42048,-5.29989,45.0,-13.97
ZINC16977658,-12.0845,-7.3187,-2.33498,-2.43078,18.0,-12.99
BDB5445,-12.0719,-3.19135,-2.87822,-6.00233,27.0,-13.280000000000001
ZINC22810361,-12.0689,-6.5241,-3.76121,-1.78359,39.0,-14.26
BDB5448,-12.0241,-6.89187,-0.344913,-4.78735,30.0,-9.89
ZINC14258569,-12.014,-8.01027,-3.72607,-0.277643,51.0,-14.99
ZINC04743451,-12.0134,-4.77933,-4.12571,-3.10837,24.0,-10.620000000000001
ZINC18400292,-12.0101,-4.00367,-3.57855,-4.4279,33.0,-12.39
ZINC16923173,-11.9562,-6.66395,-1.97044,-3.32185,15.0,-7.3100000000000005
ZINC22306765,-11.9205,-7.34718,-3.26366,-1.30968,21.0,-9.67
ZINC00718631,-11.9061,-4.9376,-2.35542,-4.61307,24.0,-10.32
ZINC14258569,-11.8524,-7.45791,-3.97571,-0.418823,51.0,-14.99
ZINC14258569,-11.8343,-7.32508,-4.06683,-0.442356,51.0,-14.99
ZINC04840135,-11.8138,6.34326,-2.09003,-16.067,45.0,-15.66
ZINC12224810,-11.807,-8.39152,-1.6935,-1.72197,36.0,-14.83
ZINC18323311,-11.7855,-2.7705,-5.44742,-3.56761,21.0,-11.16
ZINC10491483,-11.7621,-15.6896,2.0814,1.84617,42.0,-9.86
ZINC28368352,-11.7596,-1.02626,-5.24315,-5.4902,33.0,-12.05
ZINC30504334,-11.7505,-4.79457,-4.18049,-2.77545,33.0,-14.46
ZINC15276969,-11.7395,-3.02848,-1.08818,-7.62287,30.0,-9.51
ZINC29976590,-11.7169,-7.64445,-3.84802,-0.224415,45.0,-14.99
ZINC04870989,-11.6664,4.60412,-6.90718,-9.36332,45.0,-13.57
ZINC14566381,-11.6273,-4.26982,-1.51866,-5.83886,36.0,-11.73
ZINC14842710,-11.6063,8.21573,-12.8425,-6.97956,63.0,-13.280000000000001
ZINC23298889,-11.5679,-10.1104,0.874601,-2.33207,18.0,-11.13
ZINC11745344,-11.5501,-7.62125,3.28109,-7.20996,51.0,-11.59
ZINC23226903,-11.4989,-10.9381,-0.560802,0,27.0,-15.02
ZINC14258569,-11.4978,-7.43479,-3.75938,-0.303675,51.0,-14.99
ZINC22810361,-11.4755,-5.80503,-3.56215,-2.1083,42.0,-11.450000000000001
ZINC07719367,-11.457,6.50623,-4.40653,-13.5567,54.0,-13.52
ZINC04698123,-11.4541,8.60358,-8.31057,-11.7471,45.0,-10.52
ZINC14842710,-11.4478,7.2056,-12.8559,-5.79748,63.0,-13.280000000000001
ZINC16977658,-11.4466,-6.75351,-2.31115,-2.38192,15.0,-12.99
ZINC02957495,-11.4248,-4.56243,-7.22794,0.365601,66.0,-9.88
ZINC04685065,-11.3951,-5.23904,-3.65249,-2.50361,30.0,-9.08
ZINC29311214,-11.3684,-5.04682,-4.3802,-1.94134,39.0,-10.83
ZINC02244738,-11.3635,-3.98427,-4.90173,-2.47749,69.0,-19.38
ZINC20290348,-11.3569,-7.83332,-2.37509,-1.14853,45.0,-12.17
BDB5440,-11.2938,-8.14152,-2.97287,-0.17946,33.0,-12.93
ZINC26101758,-11.2651,-6.5357,-0.980873,-3.74856,39.0,-7.8100000000000005
ZINC02084644,-11.2503,-4.36269,-2.96824,-3.91939,39.0,-12.290000000000001
ZINC14566381,-11.2193,-6.91252,-3.20806,-1.09874,42.0,-13.950000000000001
ZINC09927367,-11.199,-7.2614,-2.37783,-1.55978,18.0,-7.7700000000000005
ZINC16968157,-11.1912,-2.02075,-2.41918,-6.75126,51.0,-14.530000000000001
ZINC30594800,-11.1461,-5.26059,-1.7067,-4.17883,48.0,-16.64
ZINC15533005,-11.1458,-2.3652,-1.9859,-6.79468,42.0,-14.77
ZINC30937390,-11.1273,-6.72882,-1.5322,-2.86626,18.0,-6.74
ZINC04743451,-11.0818,-10.2387,-0.808475,-0.0346649,24.0,-11.33
ZINC07252560,-11.0585,-5.41936,-1.82799,-3.81112,36.0,-15.27
BDB5457,-11.0156,3.73768,-8.11995,-6.63329,54.0,-17.57
ZINC10706251,-11.0024,0.380995,-1.11148,-10.2719,48.0,-15.24
ZINC26616407,-10.9562,-3.47242,-0.950619,-6.53317,33.0,-12.11
ZINC10491483,-10.9558,-8.65734,3.08699,-5.38547,36.0,-15.91
ZINC09129739,-10.9541,-12.5042,-0.0590164,1.60905,24.0,-9.26
ZINC08654781,-10.8611,-8.22348,-0.638917,-1.9987,12.0,-4.3500000000000005
ZINC26424829,-10.8546,-6.29191,-0.771414,-3.79128,15.0,-9.85
ZINC16977658,-10.842,-8.41649,-0.751118,-1.67435,9.0,-9.41
ZINC23352832,-10.822,-9.40732,-0.344684,-1.07001,12.0,-6.57
ZINC01889240,-10.7969,-8.20778,-0.395657,-2.1935,9.0,-8.25
ZINC04743451,-10.7425,-6.07073,0.166321,-4.83809,30.0,-10.16
ZINC07266305,-10.7116,1.52426,-5.17159,-7.06429,21.0,-9.99
ZINC31855696,-10.6698,-14.4091,-1.1435,4.88276,51.0,-13.31
ZINC13086566,-10.5791,-6.8725,-1.99267,-1.71396,15.0,-5.6000000000000005
ZINC30746251,-10.5673,-5.99743,-1.3115,-3.25834,27.0,-6.72
ZINC06845962,-10.5404,9.04172,-6.27141,-13.3107,51.0,-16.34
ZINC16968157,-10.5321,-1.77642,-2.29531,-6.46034,51.0,-14.530000000000001
ZINC09891404,-10.516,-9.52472,-0.441127,-0.550146,21.0,-6.6000000000000005
ZINC29298484,-10.5122,1.9781,-1.8701,-10.6202,63.0,-15.370000000000001
ZINC22107281,-10.4798,-9.5322,3.52641,-4.47399,36.0,-10.15
ZINC04743451,-10.458,-5.16472,-1.92818,-3.36508,27.0,-13.15
ZINC27745273,-10.3949,7.31765,-7.4841,-10.2284,33.0,-13.63
ZINC02204352,-10.3761,2.08934,-4.49181,-7.97363,45.0,-12.99
ZINC22810361,-10.3141,-5.79808,-3.0781,-1.43789,42.0,-13.620000000000001
ZINC04743451,-10.3085,-6.62382,-0.695107,-2.98956,21.0,-10.96
ZINC27789250,-10.2956,-0.2677,-7.50229,-2.52557,51.0,-13.58
ZINC18943128,-10.2708,-1.16438,-6.33904,-2.7674,27.0,-4.65
ZINC08758720,-10.263,-2.17424,-4.8682,-3.22059,45.0,-13.48
BDB5452,-10.2599,-4.94382,-4.37803,-0.938049,51.0,-14.94
ZINC07973719,-10.2567,-0.948687,-5.38593,-3.92203,36.0,-8.45
ZINC14258569,-10.2261,-4.13203,-3.77214,-2.32191,48.0,-12.93
ZINC20292762,-10.2052,6.501,-6.81868,-9.88754,45.0,-11.18
ZINC16180793,-10.205,-5.9713,-1.56853,-2.66512,30.0,-10.290000000000001
ZINC16749053,-10.2042,-3.69024,-2.45078,-4.06319,63.0,-19.62
ZINC31624021,-10.1991,-1.68213,-3.44752,-5.06949,39.0,-9.200000000000001
ZINC17244099,-10.174,-5.93429,1.36086,-5.60061,30.0,-8.15
ZINC25708876,-10.1698,-7.945,-1.26082,-0.963953,42.0,-13.58
ZINC18323311,-10.15,-9.06702,-4.74297,3.66,42.0,-12.43
ZINC26764358,-10.1305,-9.54348,-0.73748,0.150503,27.0,-5.5600000000000005
ZINC19854444,-10.1056,-4.19013,-1.62858,-4.2869,30.0,-8.8
ZINC18323311,-10.0444,-6.91082,-4.77449,1.64091,36.0,-10.540000000000001
ZINC22107281,-9.99461,-0.813382,-4.21648,-4.96475,33.0,-10.15
ZINC02584763,-9.95439,0.0452557,-4.56039,-5.43926,42.0,-14.46
ZINC29976590,-9.92056,-6.4418,-2.01143,-1.46733,18.0,-8.23
ZINC09015506,-9.91062,-1.94927,-3.23296,-4.72839,42.0,-15.89
ZINC27605261,-9.81908,-4.82314,-2.78962,-2.20632,24.0,-8.39
ZINC20151628,-9.81851,-0.93019,-3.3207,-5.56762,36.0,-11.01
ZINC14566381,-9.77649,-3.86144,-3.88798,-2.02707,42.0,-12.3
ZINC04743451,-9.75449,-4.61411,-2.63793,-2.50245,27.0,-11.73
ZINC26764358,-9.75447,-9.58246,-0.552804,0.380792,27.0,-5.5600000000000005
ZINC21635391,-9.74414,-1.81815,-4.19137,-3.73462,39.0,-8.17
ZINC21326306,-9.74034,1.29964,-9.22557,-1.81441,36.0,-9.870000000000001
ZINC05463841,-9.71289,-6.82316,-1.57462,-1.31511,36.0,-13.38
ZINC29298484,-9.71012,6.68016,-6.40281,-9.98747,42.0,-19.86
ZINC02584763,-9.65136,-3.18974,-1.6944,-4.76721,30.0,-10.88
ZINC26101758,-9.54003,-6.50091,-2.39613,-0.642988,42.0,-7.49
ZINC04743451,-9.53441,-4.48757,-2.51405,-2.53278,30.0,-11.73
BDB13901,-9.52914,-7.34386,-2.89013,0.704848,45.0,-13.5
ZINC21229539,-9.50814,-5.79186,-1.76905,-1.94723,27.0,-6.9
ZINC06098906,-9.50239,-7.01759,-0.389753,-2.09505,27.0,-11.14
ZINC23775131,-9.45374,1.51296,-5.95245,-5.01425,39.0,-12.84
BDB13900,-9.43453,-6.8189,-2.80651,0.190881,48.0,-13.5
ZINC25708876,-9.40367,-9.47163,-3.62391,3.69187,51.0,-13.85
ZINC09658192,-9.3905,-8.93828,-0.56085,0.108623,36.0,-8.040000000000001
ZINC15190104,-9.27986,-7.23052,-0.752137,-1.29721,39.0,-13.96
ZINC02745118,-9.23876,-7.70598,-0.991774,-0.541007,15.0,-12.61
ZINC05256676,-9.22131,0.65622,-5.30372,-4.57381,33.0,-14.88
ZINC28605124,-9.20748,-7.8545,0.487138,-1.84012,45.0,-14.23
ZINC09015506,-9.16106,-1.20889,-4.28576,-3.66641,54.0,-14.47
ZINC04229672,-9.15401,2.48606,-4.6863,-6.95378,42.0,-11.07
ZINC20151628,-9.15039,1.55263,-4.4932,-6.20982,45.0,-12.9
ZINC13641655,-9.12423,-7.82157,-0.72072,-0.58194,6.0,-3.5500000000000003
ZINC31843170,-9.11392,-5.60372,-1.6485,-1.86171,36.0,-9.38
ZINC22179703,-9.10901,-5.58277,-1.6774,-1.84884,51.0,-7.98
ZINC00695485,-9.08604,-4.72864,-2.22678,-2.13061,39.0,-12.86
ZINC20151628,-9.07655,-0.331477,-3.18465,-5.56042,36.0,-11.01
ZINC10118814,-9.06394,0.594104,-3.75775,-5.9003,48.0,-13.15
ZINC25860557,-9.05275,-3.60872,-3.03571,-2.40832,15.0,-12.94
ZINC16026822,-9.04032,-1.01196,-4.30074,-3.72762,21.0,-5.54
ZINC15190104,-9.01406,-7.8193,-0.535051,-0.659711,45.0,-13.030000000000001
ZINC25053446,-8.99217,-5.32712,-0.803866,-2.86118,3.0,-9.49
ZINC05104248,-8.99072,-11.0112,1.47632,0.544173,30.0,-14.82
ZINC24217936,-8.95905,0.452144,-5.34414,-4.06706,30.0,-12.91
ZINC12224810,-8.94547,-5.48145,-1.75646,-1.70756,39.0,-14.83
ZINC06845962,-8.92426,-5.85035,-3.30148,0.227564,45.0,-16.76
ZINC20407303,-8.91955,-5.95906,-1.82905,-1.13145,39.0,-9.89
ZINC11980904,-8.8859,-2.32079,-2.29167,-4.27344,24.0,-10.16
ZINC25113432,-8.84036,-9.18617,-1.28038,1.62619,30.0,-13.42
ZINC15669728,-8.83846,-3.23712,-3.61198,-1.98936,27.0,-12.24
ZINC24933150,-8.81715,14.8553,-9.07491,-14.5975,57.0,-13.52
ZINC30594800,-8.76653,2.36459,-8.89354,-2.23758,60.0,-13.92
ZINC09658192,-8.75581,-7.98485,-0.577099,-0.193864,39.0,-7.33
ZINC14949538,-8.69116,8.80913,-4.77008,-12.7302,45.0,-18.37
ZINC26617169,-8.61286,7.33408,-7.7237,-8.22324,45.0,-9.96
ZINC09972069,-8.57836,-9.60433,-2.26375,3.28972,27.0,-15.74
ZINC13611087,-8.47825,4.60369,-7.04352,-6.03842,51.0,-13.06
ZINC13712696,-8.44069,-1.36588,-1.96678,-5.10803,9.0,-4.26
ZINC18943128,-8.43656,-1.99937,-4.71779,-1.7194,24.0,-7.45
ZINC06102500,-8.39179,-0.922529,-1.63933,-5.82993,27.0,-9.450000000000001
ZINC31542324,-8.37527,-3.3048,-1.73186,-3.33862,9.0,-6.94
ZINC06827966,-8.35252,-10.4888,2.13624,0,45.0,-10.96
ZINC13921987,-8.29549,-1.44826,-2.36432,-4.48292,18.0,-12.68
ZINC04919514,-8.29478,-3.58747,-2.42958,-2.27773,27.0,-12.94
ZINC20717172,-8.27924,-0.757577,-5.59899,-1.92267,45.0,-7.73
ZINC12725166,-8.27544,-4.0439,-4.78689,0.555349,39.0,-16.66
ZINC06009404,-8.26205,-7.97317,-1.78568,1.4968,24.0,-15.01
ZINC09541466,-8.2446,-4.58162,-0.462443,-3.20054,21.0,-3.48
ZINC02300986,-8.19786,-5.78984,-1.0409,-1.36713,27.0,-10.44
ZINC31843170,-8.18425,-11.8264,3.01617,0.625972,51.0,-12.44
ZINC09669156,-8.15057,-3.75436,-2.25197,-2.14423,33.0,-8.5
ZINC23420152,-8.1411,-5.34085,-1.01499,-1.78526,39.0,-9.17
ZINC14258569,-8.11602,-4.69149,-2.88116,-0.543369,48.0,-15.09
ZINC26697514,-8.1087,-6.2647,-1.844,0,63.0,-15.51
ZINC04927456,-7.99311,-10.5854,4.61604,-2.02371,27.0,-14.96
ZINC01889240,-7.98374,-10.2542,-2.7246,4.99511,39.0,-15.58
ZINC09487955,-7.94486,-6.66241,-0.798446,-0.484001,39.0,-13.77
ZINC22448554,-7.93178,-7.48906,-0.915636,0.472909,21.0,-5.18
ZINC11220330,-7.92203,-2.0734,-0.812862,-5.03577,33.0,-8.96
ZINC01994373,-7.90806,-8.25729,4.83101,-4.48178,30.0,-12.15
ZINC12982688,-7.88259,-5.01623,-0.673104,-2.19326,18.0,-11.35
ZINC11650912,-7.85207,-5.30793,-2.13382,-0.410318,36.0,-6.62
ZINC26764358,-7.83661,-8.97862,-0.21832,1.36033,33.0,-5.5600000000000005
ZINC22810361,-7.75929,-12.4009,-6.16118,10.8028,33.0,-14.44
ZINC03376318,-7.74127,-5.85607,3.67817,-5.56337,69.0,-14.86
ZINC04229672,-7.72214,3.75632,-4.63375,-6.84471,42.0,-11.07
ZINC29298484,-7.6598,16.4771,-11.2448,-12.8921,42.0,-14.8
ZINC14001547,-7.5967,-0.908047,-4.74075,-1.94791,24.0,-14.47
ZINC20717172,-7.56924,-7.78939,-2.40813,2.62828,24.0,-10.47
ZINC22108223,-7.54565,1.70824,-4.66006,-4.59383,42.0,-12.01
ZINC17231275,-7.50095,3.01441,-5.61746,-4.8979,33.0,-9.790000000000001
ZINC12625117,-7.4996,-9.31059,-2.54538,4.35637,39.0,-11.32
ZINC30957050,-7.47909,-3.81924,-1.47933,-2.18052,30.0,-8.07
ZINC17309401,-7.39931,10.6924,-7.65695,-10.4347,42.0,-12.23
ZINC03168593,-7.37703,-2.91621,-0.51896,-3.94186,9.0,-1.8900000000000001
ZINC06102500,-7.35693,0.720366,-3.37189,-4.7054,21.0,-11.48
ZINC09487955,-7.31117,-3.02837,-1.77154,-2.51126,33.0,-13.620000000000001
ZINC30550114,-7.30595,2.17314,-5.89271,-3.58638,48.0,-12.52
ZINC30550114,-7.30089,2.34227,-6.06099,-3.58218,48.0,-12.52
ZINC23357815,-7.28837,9.6676,-8.45868,-8.4973,33.0,-17.36
ZINC20717172,-7.28763,-4.75856,-3.21451,0.68545,27.0,-11.55
ZINC00718631,-7.2472,2.96878,-2.74824,-7.46773,42.0,-12.75
ZINC04236720,-7.24239,4.88636,-4.27388,-7.85486,39.0,-12.68
ZINC09555039,-7.21335,0.270205,-1.01339,-6.47017,30.0,-10.43
ZINC22179703,-7.20911,-7.01936,0.447235,-0.636988,15.0,-5.23
ZINC06430824,-7.12967,5.6801,-8.0804,-4.72937,45.0,-8.790000000000001
ZINC14566381,-7.11737,0.80335,-1.95492,-5.9658,30.0,-11.72
ZINC25708876,-7.06727,-5.32663,-1.01541,-0.72523,48.0,-13.58
ZINC30550114,-7.06646,0.999041,-4.37317,-3.69233,45.0,-11.41
ZINC25860557,-7.04942,-1.04391,-3.64202,-2.36349,21.0,-12.94
ZINC16977658,-7.01232,-2.37938,-2.28805,-2.34489,15.0,-12.99
ZINC13647785,-7.00972,0.426655,-2.12497,-5.3114,33.0,-11.290000000000001
ZINC30749136,-6.94945,7.98061,-6.72349,-8.20656,39.0,-13.620000000000001
ZINC20717172,-6.94636,-6.48507,-5.81866,5.35737,36.0,-8.36
ZINC11745344,-6.89944,10.4693,-8.01936,-9.34943,51.0,-11.38
BDB5448,-6.8618,6.19707,-5.84457,-7.2143,33.0,-7.73
ZINC04743451,-6.83605,-6.75312,-0.406099,0.323164,24.0,-11.33
ZINC04743451,-6.81858,3.73417,-4.28965,-6.26309,27.0,-14.32
BDB13902,-6.79527,-1.29848,-2.79125,-2.70554,60.0,-16.36
ZINC04743451,-6.77045,-5.60713,-0.258154,-0.905163,27.0,-10.55
ZINC31855696,-6.73428,0.223885,-2.651,-4.30717,45.0,-15.16
ZINC10491483,-6.69779,-6.00238,-0.97352,0.278112,42.0,-14.83
ZINC09948922,-6.65566,12.0177,-5.62882,-13.0445,51.0,-18.53
ZINC04743451,-6.65095,-6.67531,-0.379858,0.404217,24.0,-11.33
ZINC09927367,-6.61582,-9.71905,0.833447,2.26978,33.0,-9.040000000000001
ZINC06009404,-6.57325,-1.45921,-2.83226,-2.28178,27.0,-14.84
ZINC14964651,-6.5131,-5.22187,-0.786826,-0.5044,3.0,-7.8
ZINC28368352,-6.49599,-5.54748,-3.07699,2.12848,33.0,-8.27
ZINC16977658,-6.41722,-1.77413,-2.30665,-2.33643,18.0,-12.99
ZINC23298889,-6.41092,-9.42727,5.9473,-2.93094,18.0,-11.94
ZINC06827966,-6.39622,-3.4834,-2.91282,0,39.0,-10.77
ZINC26697514,-6.39615,-4.5308,-1.86536,0,66.0,-14.8
ZINC04229672,-6.38359,4.26395,-4.20642,-6.44111,42.0,-11.78
ZINC30985884,-6.3569,-5.49628,-2.52228,1.66167,42.0,-15.39
ZINC14557560,-6.25048,-3.70798,-0.644937,-1.89757,30.0,-6.640000000000001
ZINC04229672,-6.22059,5.51216,-4.7276,-7.00516,42.0,-11.07
ZINC25860557,-6.2147,-0.468399,-3.47129,-2.27501,27.0,-11.68
ZINC31843170,-6.21021,-12.6684,4.78152,1.67671,27.0,-12.21
ZINC02662101,-6.19483,0.777055,-3.25146,-3.72042,36.0,-10.34
ZINC18943128,-6.15483,-4.99357,-3.20838,2.04711,51.0,-14.75
ZINC25708876,-6.03284,1.20122,-3.137,-4.09706,42.0,-12.64
ZINC21447610,-6.00541,-0.704207,-0.967548,-4.33365,3.0,-3.73
ZINC27445499,-5.93997,0.454807,-4.36589,-2.02888,69.0,-12.65
ZINC04743451,-5.84785,-6.01671,-0.238468,0.407329,24.0,-11.33
ZINC22496288,-5.75924,0.0654628,-2.28777,-3.53693,42.0,-13.14
BDB13906,-5.7566,-2.23544,-0.217093,-3.30406,9.0,-2.99
ZINC16180793,-5.7005,-11.6366,0.719796,5.21628,48.0,-11.23
ZINC23876670,-5.62963,1.88171,-4.79787,-2.71347,33.0,-11.36
BDB27961,-5.61525,-2.38007,-1.89167,-1.34351,48.0,-18.67
BDB5448,-5.57145,5.70437,-3.06259,-8.21323,24.0,-12.42
ZINC04743451,-5.55986,-5.40197,0.466235,-0.624125,30.0,-12.44
ZINC13921987,-5.52512,3.28197,-4.20836,-4.59874,24.0,-11.26
